type1,cost1,size1,space1,station1,price1
regcar,2,3,1,0,8.4371306
regcar,2,2,0.7,0,4.1386835
regcar,2,3,1,0,5.4600663
sportuv,2,3,1,0,4.8568222
sportuv,1,3,1,0,4.7969948
regcar,8,2,0.7,0.7,4.0899555
regcar,8,3,1,0.3,4.7969948
regcar,2,2,0.7,0,3.5611457
truck,4,3,0.7,0.7,0.96569282
regcar,4,2,0.7,0,8.4371306
regcar,1,2,0.7,0,5.2423324
truck,2,1,0.7,0.3,1.7673139
regcar,4,2,1,0.3,5.4604234
truck,2,3,1,0.1,3.2118037
regcar,2,3,1,0,4.2920479
regcar,1,3,0.7,0,4.3455777
sportcar,2,0,0.7,0,6.0700691
regcar,8,3,0.7,0,6.0593618
truck,4,3,1,0,4.1386835
regcar,2,2,0.7,0,4.2490015
regcar,4,2,1,0,2.8489165
regcar,2,2,1,0.7,2.7772075
sportuv,8,3,0.7,0,6.0593618
regcar,1,1,0.7,0,4.2920479
sportuv,8,1,0.7,0.1,4.7969948
van,4,2,0.7,0,4.1386835
regcar,4,3,0.7,0,3.8017382
van,8,3,0.7,0,2.5247341
regcar,4,1,0.7,0.7,0.96354111
regcar,6,3,0.7,0.3,3.3230888
regcar,8,2,0.7,0,2.9778108
truck,1,3,0.7,0,4.8177056
regcar,2,3,0.7,0,7.8271081
sportuv,6,3,1,0.1,4.2920479
regcar,2,3,0.7,0,2.9778108
regcar,8,2,0.7,0,4.8177056
sportcar,2,2,1,0,0.96354111
regcar,2,3,0.7,0,6.102427
regcar,4,3,0.7,0,1.9313856
regcar,6,3,0.7,0.3,5.1435281
regcar,8,3,1,0,6.1349332
stwagon,1,3,1,0,4.4965252
regcar,4,3,1,0.3,1.241605
regcar,4,2,1,0,4.3455777
regcar,4,3,1,0,3.5346277
stwagon,2,3,1,0,3.0674666
regcar,4,3,0.7,0,2.8118444
regcar,8,2,0.7,0.7,5.4593198
truck,6,3,1,0.1,5.2423324
sportuv,1,3,1,0,3.8017382
regcar,8,2,1,0,5.9556216
regcar,2,2,0.7,0.3,4.0395745
regcar,1,3,1,0,4.9893873
regcar,4,2,0.7,0,3.5346277
truck,1,2,1,0,3.5346277
truck,1,2,1,0,3.3109468
truck,4,2,0.7,0.1,4.4145957
regcar,4,3,1,0,3.7871011
regcar,4,3,1,0.3,2.7772075
regcar,8,1,1,0.3,3.8343333
van,4,3,0.7,0,5.0815663
regcar,2,2,0.7,0,3.3109468
regcar,4,3,1,0.3,2.8906233
regcar,1,2,1,0,1.9852072
regcar,8,3,1,0,3.8541644
truck,2,1,1,0,3.4741126
regcar,8,1,0.7,0,7.444527
regcar,2,3,0.7,0,3.8627713
truck,1,2,0.7,0,3.8017382
regcar,8,3,1,0,8.4371306
regcar,4,1,1,0,4.5107845
regcar,8,3,1,0.3,4.2920479
regcar,8,3,1,0,3.5346277
sportuv,4,3,1,0,4.1386835
regcar,8,2,1,0,2.2482626
regcar,8,3,0.7,0,3.8017382
regcar,4,3,1,0,5.2423324
regcar,4,2,0.7,0,4.2920479
regcar,8,1,1,0,4.3455777
regcar,2,2,1,0,0.76686666
truck,6,2,1,0.1,3.8343333
sportcar,8,2,1,0,3.8343333
stwagon,1,2,0.7,0,2.8489165
regcar,4,2,1,0,4.3455777
van,2,3,1,0,5.2423324
regcar,6,2,1,0.1,7.444527
regcar,8,3,0.7,0,4.4965252
regcar,8,3,0.7,0,7.7083289
regcar,8,3,0.7,0,3.8627713
van,8,3,1,0.3,6.102427
regcar,4,3,1,0,4.5107845
truck,4,2,0.7,0,5.554415
truck,4,1,1,0,3.5329841
regcar,8,3,0.7,0.7,2.8118444
regcar,1,3,1,0,3.9704144
van,2,3,1,0,6.0593618
van,6,3,0.7,0.3,3.0863263
truck,4,1,0.7,0.7,2.3290512
regcar,2,3,1,0.1,3.2821543
regcar,6,2,0.7,0.3,7.444527
regcar,8,3,0.7,0,4.2920479
stwagon,4,2,1,0,3.5346277
regcar,8,1,0.7,0,5.554415
regcar,8,2,0.7,0,7.0659681
truck,4,1,1,0,2.0197873
sportuv,8,2,1,0.3,5.3680666
truck,8,1,1,0,3.0674666
truck,2,3,1,0,8.8365693
van,2,3,1,0,6.6218936
regcar,1,2,0.7,0,1.5148404
regcar,2,2,0.7,0,1.5337333
truck,4,2,0.7,0,9.4297342
regcar,4,2,1,0,0.96354111
regcar,2,3,0.7,0,3.8541644
regcar,8,3,1,0.3,5.1388859
regcar,4,3,1,0.3,3.7871011
regcar,2,2,0.7,0,3.8343333
regcar,8,3,1,0,3.5346277
regcar,8,2,1,0.3,2.8906233
regcar,8,3,0.7,0.7,1.1974529
van,2,3,1,0,5.3671598
regcar,2,2,0.7,0,7.444527
regcar,6,3,1,0.1,3.0350346
van,2,3,0.7,0.3,5.8068884
regcar,6,1,0.7,0.3,1.4453117
regcar,4,1,0.7,0,3.5346277
regcar,4,3,0.7,0,3.5329841
van,6,3,1,0.1,2.1366874
truck,1,2,0.7,0,2.0197873
stwagon,8,3,0.7,0.7,4.2920479
regcar,4,3,1,0,9.4297342
regcar,1,2,0.7,0,3.5994428
sportuv,2,3,0.7,0.3,4.985604
sportuv,4,1,0.7,0,9.6569282
regcar,8,2,1,0,8.3093399
van,2,3,1,0,5.0815663
regcar,4,3,1,0.3,2.7772075
regcar,8,2,1,0,8.0295093
regcar,6,2,0.7,0.3,10.277772
sportuv,1,2,1,0,3.3109468
van,8,2,1,0,3.8541644
stwagon,2,0,1,0,3.0296809
regcar,4,1,1,0,1.6554734
regcar,1,3,1,0,3.323736
regcar,2,3,0.7,0,4.2920479
truck,6,2,1,0.7,3.2821543
regcar,8,3,1,0,4.690508
regcar,2,2,0.7,0,2.9936324
regcar,2,3,1,0,3.5346277
van,8,3,1,0.3,6.4519234
van,4,2,0.7,0,4.3455777
regcar,6,1,1,0.1,0.99787746
regcar,2,3,1,0,4.2920479
van,8,2,1,0,4.690508
regcar,2,2,1,0,4.1386835
regcar,1,3,1,0,4.963018
regcar,8,3,1,0,7.8271081
regcar,1,3,0.7,0,3.3109468
sportuv,8,3,1,0,4.2490015
regcar,8,3,1,0.3,5.1435281
van,6,3,1,0.1,5.3019416
sportcar,1,1,1,0,6.3905555
truck,1,2,1,0,4.690508
regcar,1,1,1,0,3.8627713
regcar,8,3,1,0,3.8541644
regcar,8,1,0.7,0.7,3.0863263
sportuv,1,2,0.7,0,5.4600663
truck,1,3,0.7,0,6.6218936
regcar,2,3,1,0,3.3109468
regcar,1,2,0.7,0,3.0674666
regcar,2,2,1,0,7.444527
regcar,2,2,0.7,0,5.554415
regcar,6,3,0.7,0.3,2.5247341
regcar,4,2,0.7,0,4.690508
regcar,6,3,1,0.1,6.8978058
regcar,2,3,1,0,11.911243
stwagon,4,2,0.7,0.7,4.0899555
regcar,2,2,1,0,5.9556216
van,8,3,0.7,0,2.2072979
regcar,1,2,0.7,0,7.1574221
sportuv,2,3,1,0,3.5994428
regcar,4,2,1,0,4.2920479
regcar,4,2,0.7,0,5.2423324
regcar,6,2,0.7,0.3,3.5329841
regcar,2,2,0.7,0,1.9313856
regcar,2,2,1,0,5.9556216
regcar,4,3,0.7,0,4.690508
van,2,3,0.7,0.3,4.7969948
regcar,2,3,1,0,7.4106175
regcar,8,3,1,0.3,4.690508
regcar,1,3,0.7,0,4.0359651
regcar,6,3,1,0.1,3.2821543
regcar,8,1,0.7,0,3.0674666
sportuv,8,2,0.7,0.7,4.5107845
regcar,8,2,1,0,5.2230137
regcar,8,3,0.7,0,7.8271081
sportuv,8,3,0.7,0.7,3.0350346
regcar,8,2,0.7,0,5.4600663
van,8,3,0.7,0.7,4.0229067
regcar,4,3,1,0,1.9313856
truck,4,2,1,0,3.0674666
regcar,2,3,0.7,0,4.0229067
regcar,4,3,0.7,0,2.9936324
regcar,2,3,1,0.1,5.3019416
